Saved Date,Job Url,Job Title,Company Name
"4/13/25, 2:19 AM",http://www.linkedin.com/jobs/view/4204099788,Product Designer,SCRL
"8/25/25, 1:15 AM",http://www.linkedin.com/jobs/view/4284781802,Product Designer,Din Psykolog
"3/24/26, 4:41 AM",http://www.linkedin.com/jobs/view/4362975436,Product Designer,Planhat
"5/8/25, 3:19 AM",http://www.linkedin.com/jobs/view/4225993296,Senior  Product Designer - 100% Remote - Europe ,Hostaway
"7/1/25, 1:09 PM",http://www.linkedin.com/jobs/view/4256771067,UX/UI Designer,Vattenfall
"12/9/24, 9:10 AM",http://www.linkedin.com/jobs/view/4092577367,Lead UX Designer,Stott and May
"3/22/26, 8:07 AM",http://www.linkedin.com/jobs/view/4382784621,UX/UI Designer,Twain Studios
"8/22/25, 12:54 AM",http://www.linkedin.com/jobs/view/4283757337,Erfaren och bred CX/UX-designer,Folksam
"3/18/26, 9:41 AM",http://www.linkedin.com/jobs/view/4354522050,Summer Sanian,Sana
"3/7/25, 3:35 AM",http://www.linkedin.com/jobs/view/4170828312,Senior Product Designer,Motorica
"3/13/25, 2:42 AM",http://www.linkedin.com/jobs/view/4168045636,,
"3/31/25, 10:06 AM",http://www.linkedin.com/jobs/view/4167872146,User Experience Designer,Nordic UX
"4/21/26, 9:51 AM",http://www.linkedin.com/jobs/view/4394779095,Senior Product Designer,Framna
"3/13/25, 1:17 AM",http://www.linkedin.com/jobs/view/4132295396,,
"1/17/25, 7:26 AM",http://www.linkedin.com/jobs/view/4118602836,Senior Product Designer,ReSource Traceability
"10/18/24, 2:52 AM",http://www.linkedin.com/jobs/view/4043062726,"UX - Designer, omgående",Hiroy I PPP
"5/9/25, 8:46 AM",http://www.linkedin.com/jobs/view/4218023689,Product Designer,Rillion
"10/30/24, 1:48 AM",http://www.linkedin.com/jobs/view/4058632030,Senior Product Designer,Timescale
"8/25/25, 6:50 AM",http://www.linkedin.com/jobs/view/4284477919,"Senior UI designer (Temporary – 1 year), Solna",PostNord Sverige
"3/7/25, 5:04 AM",http://www.linkedin.com/jobs/view/4174432573,,
"8/5/25, 8:03 AM",http://www.linkedin.com/jobs/view/4270904270,UX Designer,Länsförsäkringar
"8/22/25, 12:55 AM",http://www.linkedin.com/jobs/view/4263337625,UX/UI-designer,Comstream
"8/22/25, 12:54 AM",http://www.linkedin.com/jobs/view/4287996309,"Senior Product Designer, AI & Learning",Spotify
"3/7/25, 3:34 AM",http://www.linkedin.com/jobs/view/4173757051,Product Designer,Nextory
"4/17/25, 1:03 PM",http://www.linkedin.com/jobs/view/4210686712,,
"10/8/24, 2:03 AM",http://www.linkedin.com/jobs/view/4042212664,UX-designer,Skatteverket
"3/22/26, 8:06 AM",http://www.linkedin.com/jobs/view/4387433032,Product Designer - AI Partnerships,Spotify
"2/7/26, 7:46 AM",http://www.linkedin.com/jobs/view/4368781874,Product Designer - AI-first (all level),Craft Docs
"3/18/25, 6:53 AM",http://www.linkedin.com/jobs/view/4183003641,,
"5/16/25, 8:54 AM",http://www.linkedin.com/jobs/view/4229449162,Senior Product Designer,Twiceme Technology
"8/31/25, 11:13 AM",http://www.linkedin.com/jobs/view/4286548695,Product Design Lead,Klarna
"1/15/25, 8:08 AM",http://www.linkedin.com/jobs/view/4121360801,User Experience Lead,Triform
"8/5/25, 8:04 AM",http://www.linkedin.com/jobs/view/4258846364,"Join the Funnel Talent Pool — Product, Dev & Design",Funnel
"2/10/25, 12:21 PM",http://www.linkedin.com/jobs/view/4132876179,Visual Designer ,NoA Ignite SE
"8/1/25, 12:53 AM",http://www.linkedin.com/jobs/view/4267711302,"UX lead, nivå 4",Techster Solutions AB
"8/5/25, 8:03 AM",http://www.linkedin.com/jobs/view/4262157256,UX Lead,Telness Tech
"12/9/24, 12:45 PM",http://www.linkedin.com/jobs/view/4075202883,User Experience Designer,Hashlist
"3/18/25, 12:15 PM",http://www.linkedin.com/jobs/view/4149042655,,
"12/30/24, 8:16 AM",http://www.linkedin.com/jobs/view/4070588353,UX Designer,Tobii Dynavox®
"10/7/24, 9:17 AM",http://www.linkedin.com/jobs/view/3967629457,Lead Product Designer,Restream
"3/7/25, 3:37 AM",http://www.linkedin.com/jobs/view/4168381795,Lead Product Designer // Fast growing Fintech,Bluebird
"3/7/25, 5:05 AM",http://www.linkedin.com/jobs/view/4174495603,Principal Product Designer,Viaplay Group
"1/27/25, 9:18 AM",http://www.linkedin.com/jobs/view/4123410440,Product Designer,Interactive Resources - iR
"2/24/25, 7:02 AM",http://www.linkedin.com/jobs/view/4133968716,,
"3/13/25, 2:47 AM",http://www.linkedin.com/jobs/view/4178753196,Senior Design Lead till TRR,Forefront Amplify
"4/8/25, 12:58 AM",http://www.linkedin.com/jobs/view/4191469436,Service Designer,RaySearch Laboratories
"10/26/24, 7:55 AM",http://www.linkedin.com/jobs/view/4059086104,Head of Design,Qbtech
"12/7/24, 11:27 AM",http://www.linkedin.com/jobs/view/4089378486,Senior User Experience Designer,Kognity
"2/7/26, 7:47 AM",http://www.linkedin.com/jobs/view/4352253032,User Experience Designer - Freelance,Twine
"8/8/25, 8:33 AM",http://www.linkedin.com/jobs/view/4260274168,Senior UX-designer,Combitech
"5/13/25, 5:17 AM",http://www.linkedin.com/jobs/view/4228898886,UX Designer with experience working with multiple types of products,Above
"3/30/26, 3:04 AM",http://www.linkedin.com/jobs/view/4386753622,UX-Designer med intresse för AI till Sveriges Radios digitala arbetsplats,Sveriges Radio
"2/7/26, 7:45 AM",http://www.linkedin.com/jobs/view/4343343579,Founding Designer ,Epiminds
"4/17/25, 8:52 AM",http://www.linkedin.com/jobs/view/4209391920,UX Designer,dentsu
"5/9/25, 3:23 AM",http://www.linkedin.com/jobs/view/4226603085,UX designer till SVT Play i Stockholm,Ada Digital
"8/22/25, 12:54 AM",http://www.linkedin.com/jobs/view/4282566688,Produktdesigner till Frenda,Frenda
"4/17/25, 2:50 AM",http://www.linkedin.com/jobs/view/4208306926,Product Designer,DigitalRoute
"1/27/25, 8:09 AM",http://www.linkedin.com/jobs/view/4135243074,Senior UX-designer,"UR, Swedish Educational Broadcasting company"
"10/24/24, 3:29 AM",http://www.linkedin.com/jobs/view/4057475100,UX/UI Designer,Mighty
"3/10/25, 11:33 AM",http://www.linkedin.com/jobs/view/4179420583,Co-Founder / UI/UX Designer,Japyo
"4/20/25, 7:00 AM",http://www.linkedin.com/jobs/view/4207106573,,
"10/8/24, 11:54 AM",http://www.linkedin.com/jobs/view/3967630467,Principal Product Designer,Restream
"3/14/25, 2:25 PM",http://www.linkedin.com/jobs/view/4182555627,Product Designer,myGwork - LGBTQ+ Business Community
"10/19/24, 2:03 AM",http://www.linkedin.com/jobs/view/4052068592,Senior Product Designer,Filed
"3/13/25, 2:48 AM",http://www.linkedin.com/jobs/view/4157696598,,
"2/7/26, 7:46 AM",http://www.linkedin.com/jobs/view/4353794679,UX Lead,Billogram
"12/30/24, 8:16 AM",http://www.linkedin.com/jobs/view/4094421465,,
"4/17/25, 8:52 AM",http://www.linkedin.com/jobs/view/4200637346,Vi söker tjänstedesigner till KTH,KTH Royal Institute of Technology
"5/11/25, 11:53 PM",http://www.linkedin.com/jobs/view/4226302845,Product Designer,MAJORITY
"3/17/25, 1:43 PM",http://www.linkedin.com/jobs/view/4161501088,Senior Product Designer,Epidemic Sound
"10/23/24, 10:08 PM",http://www.linkedin.com/jobs/view/4056558549,"UX-Designers till Axfood IT, Stockholm",Axfood
"10/8/24, 11:55 AM",http://www.linkedin.com/jobs/view/4033690394,Product Designer (Mobile Application UI/UX),Pixlr Online AI Photo Editor
"4/7/25, 9:09 AM",http://www.linkedin.com/jobs/view/4200020112,,
"3/13/25, 1:15 AM",http://www.linkedin.com/jobs/view/4143337804,Senior Product Designer,Tobii Dynavox®
"4/21/26, 9:51 AM",http://www.linkedin.com/jobs/view/4391701660,Product Designer - Core Experience (Core Value & Engagement),Spotify
"3/22/25, 12:55 PM",http://www.linkedin.com/jobs/view/4190299781,UX/UI Designer,SPP
"1/21/25, 5:01 AM",http://www.linkedin.com/jobs/view/4130482774,UX & UI Designer,Mölnlycke Health Care
"8/8/25, 9:29 AM",http://www.linkedin.com/jobs/view/4270459747,UX Designer,Scania Group
"4/24/25, 2:04 AM",http://www.linkedin.com/jobs/view/4204909364,Product Designer,Talentium
"2/24/25, 7:02 AM",http://www.linkedin.com/jobs/view/4146987518,,
"12/7/24, 11:27 AM",http://www.linkedin.com/jobs/view/4089455312,,
"4/10/25, 3:22 AM",http://www.linkedin.com/jobs/view/4202532302,Product designer | UX  ,Hailey HR
"12/7/24, 11:28 AM",http://www.linkedin.com/jobs/view/4069880212,UX Designer med visuell spets,Knightec
"1/24/25, 9:49 AM",http://www.linkedin.com/jobs/view/4133580931,,
"3/30/25, 4:17 AM",http://www.linkedin.com/jobs/view/4192176852,,
"1/19/25, 7:20 AM",http://www.linkedin.com/jobs/view/4125916558,Digital designer,Stormfors
"8/25/25, 6:39 AM",http://www.linkedin.com/jobs/view/4287157923,,
"2/5/25, 7:21 AM",http://www.linkedin.com/jobs/view/4143822484,Lead Product Designer,Deel
"1/9/25, 2:35 AM",http://www.linkedin.com/jobs/view/4104376664,UX-lead,Inera AB
"12/7/24, 11:29 AM",http://www.linkedin.com/jobs/view/4090938467,Product Designer,Lassie
"3/10/25, 11:35 AM",http://www.linkedin.com/jobs/view/4177293822,"Design system Lead Getinge, Solna",Getinge
"3/7/25, 5:05 AM",http://www.linkedin.com/jobs/view/4117944804,Product Designer,Samsung Food
"1/20/25, 2:20 AM",http://www.linkedin.com/jobs/view/4128153938,,
"1/27/25, 1:31 AM",http://www.linkedin.com/jobs/view/4131146551,"Temporary UX Designer, Solna",PostNord
"8/22/25, 12:55 AM",http://www.linkedin.com/jobs/view/4270681995,Visual UX/UI Designer,Knightec Group
"3/30/25, 4:15 AM",http://www.linkedin.com/jobs/view/4191582176,UX Designer | SEB Stockholm,SEB
"12/13/24, 7:50 AM",http://www.linkedin.com/jobs/view/4085816895,Senior Product Designer,Bokadirekt
"3/12/26, 2:21 AM",http://www.linkedin.com/jobs/view/4384368445,Lead Visual&Brand Designer,CoW DAO
"3/13/25, 12:50 PM",http://www.linkedin.com/jobs/view/4181597486,"UX Designer at CLM | SEB, Stockholm (temp assignment)",SEB
"8/31/25, 11:14 AM",http://www.linkedin.com/jobs/view/4282209147,Interim Product Design Lead (16 months),Sellpy
"5/19/25, 5:58 AM",http://www.linkedin.com/jobs/view/4221053007,UX Designer,Capgemini
"3/13/25, 12:20 AM",http://www.linkedin.com/jobs/view/4183138146,Senior Product Designer - Learning Experience,MyEdSpace
"3/4/26, 11:02 AM",http://www.linkedin.com/jobs/view/4353847097,Senior Product Design Lead,Anyfin
"8/22/25, 12:55 AM",http://www.linkedin.com/jobs/view/4286659600,,
"5/19/25, 1:25 AM",http://www.linkedin.com/jobs/view/4229668247,Senior Product Designer,MyEdSpace
"1/20/25, 6:37 AM",http://www.linkedin.com/jobs/view/4079187671,,
"1/22/25, 4:00 AM",http://www.linkedin.com/jobs/view/4127551486,Product Design Lead,Atlas Metrics
"5/23/25, 5:52 AM",http://www.linkedin.com/jobs/view/4226037437,Product Designer,Filed
"1/27/25, 8:12 AM",http://www.linkedin.com/jobs/view/4068445123,,
"3/7/25, 5:06 AM",http://www.linkedin.com/jobs/view/4145919765,Lead Product Designer,First Circle
"10/22/24, 5:45 AM",http://www.linkedin.com/jobs/view/4056559054,UX Designer,Capgemini
"5/8/25, 2:49 AM",http://www.linkedin.com/jobs/view/4223386174,Senior UX Designer,Ericsson
"1/17/25, 9:53 AM",http://www.linkedin.com/jobs/view/4127281403,Senior Product Designer,Motorica
"3/13/25, 2:51 AM",http://www.linkedin.com/jobs/view/4150460955,UX/UI Designer,Tendium
"4/22/26, 12:05 PM",http://www.linkedin.com/jobs/view/4404315869,UX Lead,Inera AB
"1/22/25, 10:58 AM",http://www.linkedin.com/jobs/view/4132269702,Senior Product Designer,Fairlo
"3/7/25, 5:06 AM",http://www.linkedin.com/jobs/view/4133528342,"Senior Product Designer, Stockholm",Funnel
"5/2/26, 9:34 AM",http://www.linkedin.com/jobs/view/4401762507,Head of Design,Swish
"2/4/25, 1:24 AM",http://www.linkedin.com/jobs/view/4139719803,Digital Designer,frog
"1/14/25, 10:41 AM",http://www.linkedin.com/jobs/view/4126009686,Lead Product Designer,Deel
"10/5/24, 3:30 AM",http://www.linkedin.com/jobs/view/4040483155,Security - UX - Product Designer,Elastic
"1/25/25, 11:54 AM",http://www.linkedin.com/jobs/view/4132848603,Senior Designer,Epidemic Sound
"8/22/25, 12:55 AM",http://www.linkedin.com/jobs/view/4284512609,Senior UI/UX Designer,NineTwoThree AI Studio
"1/17/25, 7:16 AM",http://www.linkedin.com/jobs/view/4128202170,Lead Product Designer,Juni
"5/16/25, 2:50 AM",http://www.linkedin.com/jobs/view/4230716618,UX/UI Designer (all genders),Munters
"2/5/25, 5:29 AM",http://www.linkedin.com/jobs/view/4131169469,Senior UX och tjänstedesigner,Knowit
"3/30/25, 4:18 AM",http://www.linkedin.com/jobs/view/4113951207,,
"3/10/25, 12:39 AM",http://www.linkedin.com/jobs/view/4176989540,Lead Product Designer,Lodgify
"3/7/25, 5:05 AM",http://www.linkedin.com/jobs/view/4174811476,Senior Designer,Lunar
"4/17/25, 8:49 AM",http://www.linkedin.com/jobs/view/4212180448,Senior UX-Designer,Swish
"3/7/25, 6:09 AM",http://www.linkedin.com/jobs/view/4168600704,Lead Service Designer,Fortum
"8/5/25, 8:02 AM",http://www.linkedin.com/jobs/view/4277667858,Product Designer,MAJORITY
"10/26/24, 2:04 AM",http://www.linkedin.com/jobs/view/4059336642,UX Designer/Strategist,Remotion
"8/5/25, 8:03 AM",http://www.linkedin.com/jobs/view/4252365042,Senior Product Designer,Legora
"3/7/25, 3:37 AM",http://www.linkedin.com/jobs/view/4176186286,Senior Designer,Epidemic Sound
"9/30/24, 8:04 AM",http://www.linkedin.com/jobs/view/4038781920,Founding Product Designer,Legora
"3/13/25, 12:53 PM",http://www.linkedin.com/jobs/view/4181543493,Product Designer,EQT Group
"1/20/25, 6:38 AM",http://www.linkedin.com/jobs/view/4099285880,,
