Saved Date,Job Url,Job Title,Company Name
"12/21/22, 1:14 PM",http://www.linkedin.com/jobs/view/3405901337,UX-Lead till KPMG,Wise IT
"6/25/22, 10:39 AM",http://www.linkedin.com/jobs/view/3134838235,UX Designer (Sports Company),Darwin Recruitment
"4/25/22, 1:21 PM",http://www.linkedin.com/jobs/view/3038768773,Digital Product Designer to Innovation & Incubation,H&M Group
"9/5/24, 7:11 AM",http://www.linkedin.com/jobs/view/3986731829,Instructor Designer in E-Learning (Bonus-based),The Hub
"4/25/22, 2:27 AM",http://www.linkedin.com/jobs/view/3033152622,Product Designer,Zaver
"6/17/23, 10:58 AM",http://www.linkedin.com/jobs/view/3638335941,,
"6/30/22, 1:51 AM",http://www.linkedin.com/jobs/view/3119473703,Product Designer,Insurello
"5/8/22, 9:03 AM",http://www.linkedin.com/jobs/view/3036016243,Sr. UX Designer,Nameless.today
"10/8/24, 11:57 AM",http://www.linkedin.com/jobs/view/4013120992,Instructor Designer in E-Learning (Bonus-based),The Hub
"5/24/23, 6:22 AM",http://www.linkedin.com/jobs/view/3616473128,Senior UX/Product Designer,Daresay
"4/22/23, 10:16 PM",http://www.linkedin.com/jobs/view/3570096947,"Senior UX/UI Designer, Solna-Hybrid",PostNord Sverige
"5/8/22, 9:02 AM",http://www.linkedin.com/jobs/view/2964174813,"Interaction Design Lead, Video UX",Google
"12/9/22, 2:30 AM",http://www.linkedin.com/jobs/view/3373154012,Skandia söker UX designer till risk och hälsa,Ada Digital
"6/7/23, 7:23 AM",http://www.linkedin.com/jobs/view/3622605807,UX Lead till SEB i Solna,SEB
"4/20/22, 5:30 AM",http://www.linkedin.com/jobs/view/3035374139,Graphic Designer,We Make Change
"6/7/23, 6:42 AM",http://www.linkedin.com/jobs/view/3612140089,Senior UX designer,Cartina
"6/15/22, 7:26 AM",http://www.linkedin.com/jobs/view/3120034399,Product Design Lead,Insurello
"4/21/22, 3:59 AM",http://www.linkedin.com/jobs/view/3019181005,Digital Product Designer to H&M Group,H&M Group
"6/14/23, 3:07 AM",http://www.linkedin.com/jobs/view/3602225980,Senior Product Designer,Kindred Group plc
"9/13/24, 2:23 AM",http://www.linkedin.com/jobs/view/4022835457,Experience Designer,Skandia
"12/2/22, 1:14 AM",http://www.linkedin.com/jobs/view/3341207090,Senior UX Designer,BookBeat
"9/17/24, 4:37 AM",http://www.linkedin.com/jobs/view/4004918529,Product Designer,Anyfin
"6/6/22, 2:07 PM",http://www.linkedin.com/jobs/view/3094522455,Product Designer,Insurello
"12/13/22, 2:54 AM",http://www.linkedin.com/jobs/view/3397444787,Lead Designer,Yabie
"5/6/22, 12:51 AM",http://www.linkedin.com/jobs/view/3061451872,Senior User Experience Designer,Your Headway AS
"9/28/24, 5:57 AM",http://www.linkedin.com/jobs/view/4036829054,Lead UX Designer,Volvo Cars
"10/7/24, 9:17 AM",http://www.linkedin.com/jobs/view/4033159219,Visual Design Principal - Digital Design,Electrolux Group
"8/10/24, 1:19 PM",http://www.linkedin.com/jobs/view/3985660069,Lead UX Designer,Xcede
"6/15/22, 7:29 AM",http://www.linkedin.com/jobs/view/3101855854,Product Designer,EasyPark
"10/27/21, 12:55 PM",http://www.linkedin.com/jobs/view/2759283861,Product Designer - Soundtrap,Spotify
"1/16/23, 2:36 AM",http://www.linkedin.com/jobs/view/3426542163,Product Designer (UX/UI),IW Adore You
"12/20/22, 2:03 AM",http://www.linkedin.com/jobs/view/3399762817,Product Designer,Simployer Sverige
"12/11/22, 10:14 AM",http://www.linkedin.com/jobs/view/3300862697,Sogeti söker UX-designers,Sogeti
"4/6/22, 6:43 AM",http://www.linkedin.com/jobs/view/2973381942,Senior Product Designer,Roboten
"5/9/22, 7:07 AM",http://www.linkedin.com/jobs/view/3037648544,UX Designer till GS1 Sweden i Stockholm,Ada Digital
"12/11/22, 10:15 AM",http://www.linkedin.com/jobs/view/3394072670,Product Designer,Funnel
"12/4/22, 10:43 AM",http://www.linkedin.com/jobs/view/3356304634,Product Designer,Normative.io
"4/21/23, 4:58 AM",http://www.linkedin.com/jobs/view/3555583350,Senior UX Designer Mobile (Onboarding),Volvo Cars
"6/29/22, 11:35 AM",http://www.linkedin.com/jobs/view/3148068658,Product Designer,Tibber
"4/22/22, 12:14 AM",http://www.linkedin.com/jobs/view/2981134273,Product Designer,Dreams Technology (part of Doconomy Group)
"6/15/22, 7:13 AM",http://www.linkedin.com/jobs/view/3080266590,User Experience Designer,Evam
"12/9/22, 2:32 AM",http://www.linkedin.com/jobs/view/3379011003,Lead UX Designer - Mobile Experience,Volvo Cars
"6/22/22, 5:15 AM",http://www.linkedin.com/jobs/view/3084359955,Senior UX Designer,MEKO
"9/15/24, 7:48 AM",http://www.linkedin.com/jobs/view/4023387404,Senior Product Designer,Ultralytics
"4/25/22, 1:53 PM",http://www.linkedin.com/jobs/view/2872351983,User Experience Designer,Signific
"4/22/22, 12:13 AM",http://www.linkedin.com/jobs/view/2963819298,UX/Product designer,Proper Group AG
"6/18/23, 2:00 PM",http://www.linkedin.com/jobs/view/3602188336,Erfaren UX-designer,Studentapan
"6/16/22, 11:33 AM",http://www.linkedin.com/jobs/view/3129659946,UX Designer,Designit
"5/9/22, 7:07 AM",http://www.linkedin.com/jobs/view/3056084998,Skandia i Stockholm söker UX-Designer,Ada Digital
"6/3/22, 1:13 AM",http://www.linkedin.com/jobs/view/3098163598,Design Lead,Skira
"9/5/24, 3:45 AM",http://www.linkedin.com/jobs/view/4012638446,Product Designer,Insurely
"12/7/22, 2:03 AM",http://www.linkedin.com/jobs/view/3083392174,UX-designer,Valtech
"12/19/22, 2:43 AM",http://www.linkedin.com/jobs/view/3077436422,Product Designer,Samsen
"5/22/23, 7:50 AM",http://www.linkedin.com/jobs/view/3542123192,Product Designer,Svea Solar
"6/9/22, 2:04 PM",http://www.linkedin.com/jobs/view/2914668126,Sr. Product Designer,"Docker, Inc"
"6/30/22, 1:54 AM",http://www.linkedin.com/jobs/view/3112479664,UX Designer,Instabox
"6/15/22, 7:25 AM",http://www.linkedin.com/jobs/view/2886179594,Senior UX Researcher,Proper Group AG
"9/8/24, 1:50 AM",http://www.linkedin.com/jobs/view/4017559538,Senior Product Designer (all genders),Lingoda GmbH
"10/8/24, 11:56 AM",http://www.linkedin.com/jobs/view/4045011943,"Product Designer - Grafana IRM (Remote, Sweden)",Grafana Labs
"5/8/22, 9:02 AM",http://www.linkedin.com/jobs/view/3059814536,Senior User Experience Designer,Hemnet
"6/18/23, 2:00 PM",http://www.linkedin.com/jobs/view/3623027582,,
"6/17/22, 5:29 AM",http://www.linkedin.com/jobs/view/3128818098,Product and Interaction designer,Getinge
"6/30/22, 1:51 AM",http://www.linkedin.com/jobs/view/3148766443,Product Designer - Internal Products,Mathem
"5/6/22, 12:48 AM",http://www.linkedin.com/jobs/view/2989104254,Senior UX/UI-designer,Boappa
"12/9/22, 2:32 AM",http://www.linkedin.com/jobs/view/3379578203,Product Designer - Freemium Innovation & Growth,Spotify
"6/14/23, 3:10 AM",http://www.linkedin.com/jobs/view/3622191781,Senior UX Designer,Keystone Education Group
"6/15/22, 7:26 AM",http://www.linkedin.com/jobs/view/3101982177,User Experience Designer,Futurniture
"9/30/24, 7:51 AM",http://www.linkedin.com/jobs/view/4032968485,,
"9/14/24, 8:22 AM",http://www.linkedin.com/jobs/view/4025679285,UI/UX Designer,Calyptus
"5/28/22, 12:58 PM",http://www.linkedin.com/jobs/view/2990649292,Product Designer,EasyPark
"9/3/24, 10:45 AM",http://www.linkedin.com/jobs/view/3970713420,Senior Product Designer,SCRL
"5/6/22, 12:48 AM",http://www.linkedin.com/jobs/view/3063530581,Digital Product Designer to H&M Group,H&M Group
"6/14/23, 3:14 AM",http://www.linkedin.com/jobs/view/3623029004,,
"4/25/22, 1:32 PM",http://www.linkedin.com/jobs/view/2977757435,UX Designer,Qred
"7/2/22, 11:50 AM",http://www.linkedin.com/jobs/view/3150415207,UX & UI Designer,Aimfor – a part of Effektify
